complemento.valor ; dets.nItem ; dets.prod.indTot ; dets.prod.qCom ; dets.prod.uCom ; dets.prod.vProd ; dets.prod.vUnCom ; dets.prod.xProd ; emit.cnpj ; emit.enderEmit.fone ; emit.enderEmit.uf ; emit.enderEmit.xBairro ; emit.enderEmit.xLgr ; emit.enderEmit.xMun ; emit.xFant ; ide.dhEmi.$date ; ide.natOp ; infAdic.infCpl ; total.icmsTot.vDesc ; total.icmsTot.vFrete ; total.icmsTot.vOutro ; total.icmsTot.vProd ; total.icmsTot.vSeg ; total.icmsTot.vTotTrib ; total.icmsTot.vbc ; total.icmsTot.vbcst ; total.icmsTot.vcofins ; total.icmsTot.vicms ; total.icmsTot.vicmsDeson ; total.icmsTot.vii ; total.icmsTot.vipi ; total.icmsTot.vnf ; total.icmsTot.vpis ; total.icmsTot.vst ; versaoDocumento
58.92 ; 2 ; 1 ; 0.706 ; KG ; 48.43 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 19:24:44 ; VENDA ; Mesa 9 ; 0.0 ; 0.0 ; 0.0 ; 58.93 ; 0.0 ; 4.15 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 51.93 ; 0.0 ; 0.0 ; 1.0
39.98 ; 1 ; 1 ; 1.0 ; UN ; 9.8 ; 9.8 ; SUSHI ESPECIAL ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 19:26:19 ; VENDA ; Mesa 4 ; 0.0 ; 0.0 ; 0.0 ; 39.98 ; 0.0 ; 5.85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 39.98 ; 0.0 ; 0.0 ; 1.0
39.98 ; 2 ; 1 ; 0.44 ; KG ; 30.18 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 19:26:19 ; VENDA ; Mesa 4 ; 0.0 ; 0.0 ; 0.0 ; 39.98 ; 0.0 ; 5.85 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 39.98 ; 0.0 ; 0.0 ; 1.0
28.4 ; 1 ; 1 ; 0.414 ; KG ; 28.4 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 19:59:20 ; VENDA ; Mesa 22 ; 0.0 ; 0.0 ; 0.0 ; 28.4 ; 0.0 ; 1.19 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 28.4 ; 0.0 ; 0.0 ; 1.0
33.72 ; 1 ; 1 ; 0.426 ; KG ; 29.22 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:01:44 ; VENDA ; Mesa 17 ; 0.0 ; 0.0 ; 0.0 ; 33.72 ; 0.0 ; 3.33 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 33.72 ; 0.0 ; 0.0 ; 1.0
33.72 ; 2 ; 1 ; 1.0 ; UN ; 4.5 ; 4.5 ; CERVEJA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:01:44 ; VENDA ; Mesa 17 ; 0.0 ; 0.0 ; 0.0 ; 33.72 ; 0.0 ; 3.33 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 33.72 ; 0.0 ; 0.0 ; 1.0
90.42 ; 1 ; 1 ; 1.0 ; UN ; 1.0 ; 1.0 ; CHA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:02:52 ; VENDA ; Mesa 16 ; 0.0 ; 0.0 ; 0.0 ; 90.42 ; 0.0 ; 9.11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 72.42 ; 0.0 ; 0.0 ; 1.0
90.42 ; 2 ; 1 ; 0.91 ; KG ; 62.42 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:02:52 ; VENDA ; Mesa 16 ; 0.0 ; 0.0 ; 0.0 ; 90.42 ; 0.0 ; 9.11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 72.42 ; 0.0 ; 0.0 ; 1.0
90.42 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:02:52 ; VENDA ; Mesa 16 ; 0.0 ; 0.0 ; 0.0 ; 90.42 ; 0.0 ; 9.11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 72.42 ; 0.0 ; 0.0 ; 1.0
90.42 ; 4 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:02:52 ; VENDA ; Mesa 16 ; 0.0 ; 0.0 ; 0.0 ; 90.42 ; 0.0 ; 9.11 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 72.42 ; 0.0 ; 0.0 ; 1.0
81.74 ; 1 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:08:31 ; VENDA ; Mesa 2 ; 0.0 ; 0.0 ; 0.0 ; 81.76 ; 0.0 ; 5.28 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 65.76 ; 0.0 ; 0.0 ; 1.0
81.74 ; 2 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:08:31 ; VENDA ; Mesa 2 ; 0.0 ; 0.0 ; 0.0 ; 81.76 ; 0.0 ; 5.28 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 65.76 ; 0.0 ; 0.0 ; 1.0
81.74 ; 3 ; 1 ; 0.842 ; KG ; 57.76 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:08:31 ; VENDA ; Mesa 2 ; 0.0 ; 0.0 ; 0.0 ; 81.76 ; 0.0 ; 5.28 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 65.76 ; 0.0 ; 0.0 ; 1.0
32.42 ; 1 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:08:50 ; VENDA ; Mesa 1 ; 0.0 ; 0.0 ; 0.0 ; 32.43 ; 0.0 ; 1.37 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 23.43 ; 0.0 ; 0.0 ; 1.0
32.42 ; 2 ; 1 ; 0.276 ; KG ; 18.93 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:08:50 ; VENDA ; Mesa 1 ; 0.0 ; 0.0 ; 0.0 ; 32.43 ; 0.0 ; 1.37 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 23.43 ; 0.0 ; 0.0 ; 1.0
43.07 ; 1 ; 1 ; 0.628 ; KG ; 43.08 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:11:55 ; VENDA ; Mesa 24 ; 0.0 ; 0.0 ; 0.0 ; 43.08 ; 0.0 ; 1.81 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 43.08 ; 0.0 ; 0.0 ; 1.0
61.13 ; 1 ; 1 ; 6.0 ; UN ; 21.0 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:29:21 ; VENDA ; Mesa 11 ; 0.0 ; 0.0 ; 0.0 ; 61.13 ; 0.0 ; 5.56 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 30.25 ; 0.0 ; 0.0 ; 1.0
61.13 ; 2 ; 1 ; 0.59 ; KG ; 40.13 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:29:21 ; VENDA ; Mesa 11 ; 0.0 ; 0.0 ; 0.0 ; 61.13 ; 0.0 ; 5.56 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 30.25 ; 0.0 ; 0.0 ; 1.0
134.33 ; 1 ; 1 ; 6.0 ; UN ; 21.0 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:35:40 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 134.35 ; 0.0 ; 11.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 80.57 ; 0.0 ; 0.0 ; 1.0
134.33 ; 2 ; 1 ; 1.59 ; KG ; 108.85 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:35:40 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 134.35 ; 0.0 ; 11.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 80.57 ; 0.0 ; 0.0 ; 1.0
134.33 ; 3 ; 1 ; 1.0 ; UN ; 4.5 ; 4.5 ; CERVEJA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:35:40 ; VENDA ; Mesa 13 ; 0.0 ; 0.0 ; 0.0 ; 134.35 ; 0.0 ; 11.3 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 80.57 ; 0.0 ; 0.0 ; 1.0
72.9 ; 1 ; 1 ; 0.866 ; KG ; 59.4 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:36:01 ; VENDA ; Mesa 28 ; 0.0 ; 0.0 ; 0.0 ; 72.9 ; 0.0 ; 5.25 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 63.9 ; 0.0 ; 0.0 ; 1.0
72.9 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:36:01 ; VENDA ; Mesa 28 ; 0.0 ; 0.0 ; 0.0 ; 72.9 ; 0.0 ; 5.25 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 63.9 ; 0.0 ; 0.0 ; 1.0
123.97 ; 1 ; 1 ; 1.0 ; UN ; 20.9 ; 20.9 ; SAKE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:36:30 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 123.99 ; 0.0 ; 16.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 114.99 ; 0.0 ; 0.0 ; 1.0
123.97 ; 2 ; 1 ; 1.306 ; KG ; 89.59 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:36:30 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 123.99 ; 0.0 ; 16.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 114.99 ; 0.0 ; 0.0 ; 1.0
123.97 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:36:30 ; VENDA ; Mesa 21 ; 0.0 ; 0.0 ; 0.0 ; 123.99 ; 0.0 ; 16.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 114.99 ; 0.0 ; 0.0 ; 1.0
133.11 ; 1 ; 1 ; 1.0 ; UN ; 15.0 ; 15.0 ; SAKE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:40:21 ; VENDA ; Mesa 23 ; 0.0 ; 0.0 ; 0.0 ; 133.12 ; 0.0 ; 11.97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 133.12 ; 0.0 ; 0.0 ; 1.0
133.11 ; 2 ; 1 ; 1.722 ; KG ; 118.12 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:40:21 ; VENDA ; Mesa 23 ; 0.0 ; 0.0 ; 0.0 ; 133.12 ; 0.0 ; 11.97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 133.12 ; 0.0 ; 0.0 ; 1.0
103.13 ; 1 ; 1 ; 1.0 ; UN ; 9.8 ; 9.8 ; SUSHI ESPECIAL ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:52:30 ; VENDA ; Mesa 35 ; 0.0 ; 0.0 ; 0.0 ; 103.15 ; 0.0 ; 8.9 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 94.15 ; 0.0 ; 0.0 ; 1.0
103.13 ; 2 ; 1 ; 1.164 ; KG ; 79.85 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:52:30 ; VENDA ; Mesa 35 ; 0.0 ; 0.0 ; 0.0 ; 103.15 ; 0.0 ; 8.9 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 94.15 ; 0.0 ; 0.0 ; 1.0
103.13 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; SUCO ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:52:30 ; VENDA ; Mesa 35 ; 0.0 ; 0.0 ; 0.0 ; 103.15 ; 0.0 ; 8.9 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 94.15 ; 0.0 ; 0.0 ; 1.0
22.63 ; 1 ; 1 ; 0.33 ; KG ; 22.63 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:55:00 ; VENDA ; Mesa 47 ; 0.0 ; 0.0 ; 0.0 ; 22.63 ; 0.0 ; 0.95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 22.63 ; 0.0 ; 0.0 ; 1.0
34.43 ; 1 ; 1 ; 0.502 ; KG ; 34.43 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:55:12 ; VENDA ; Mesa 46 ; 0.0 ; 0.0 ; 0.0 ; 34.43 ; 0.0 ; 1.45 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 34.43 ; 0.0 ; 0.0 ; 1.0
85.52 ; 1 ; 1 ; 1.05 ; KG ; 72.03 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:56:05 ; VENDA ; Mesa 33 ; 0.0 ; 0.0 ; 0.0 ; 85.53 ; 0.0 ; 5.73 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 76.53 ; 0.0 ; 0.0 ; 1.0
85.52 ; 2 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 20:56:05 ; VENDA ; Mesa 33 ; 0.0 ; 0.0 ; 0.0 ; 85.53 ; 0.0 ; 5.73 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 76.53 ; 0.0 ; 0.0 ; 1.0
36.39 ; 1 ; 1 ; 0.344 ; KG ; 23.59 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:04:08 ; VENDA ; Mesa 38 ; 0.0 ; 0.0 ; 0.0 ; 36.39 ; 0.0 ; 6.97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 36.39 ; 0.0 ; 0.0 ; 1.0
36.39 ; 2 ; 1 ; 1.0 ; UN ; 12.8 ; 12.8 ; CERVEJA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:04:08 ; VENDA ; Mesa 38 ; 0.0 ; 0.0 ; 0.0 ; 36.39 ; 0.0 ; 6.97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 36.39 ; 0.0 ; 0.0 ; 1.0
54.56 ; 1 ; 1 ; 1.0 ; UN ; 6.0 ; 6.0 ; CERVEJA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:04:17 ; VENDA ; Mesa 36 ; 0.0 ; 0.0 ; 0.0 ; 54.56 ; 0.0 ; 4.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 54.56 ; 0.0 ; 0.0 ; 1.0
54.56 ; 2 ; 1 ; 0.708 ; KG ; 48.56 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:04:17 ; VENDA ; Mesa 36 ; 0.0 ; 0.0 ; 0.0 ; 54.56 ; 0.0 ; 4.84 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 54.56 ; 0.0 ; 0.0 ; 1.0
100.26 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:14:12 ; VENDA ; Mesa 53 ; 0.0 ; 0.0 ; 0.0 ; 100.28 ; 0.0 ; 8.25 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 84.28 ; 0.0 ; 0.0 ; 1.0
100.26 ; 2 ; 1 ; 1.112 ; KG ; 76.28 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:14:12 ; VENDA ; Mesa 53 ; 0.0 ; 0.0 ; 0.0 ; 100.28 ; 0.0 ; 8.25 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 84.28 ; 0.0 ; 0.0 ; 1.0
100.26 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:14:12 ; VENDA ; Mesa 53 ; 0.0 ; 0.0 ; 0.0 ; 100.28 ; 0.0 ; 8.25 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 84.28 ; 0.0 ; 0.0 ; 1.0
57.0 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:21:10 ; VENDA ; Mesa 57 ; 0.0 ; 0.0 ; 0.0 ; 57.01 ; 0.0 ; 4.08 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 50.01 ; 0.0 ; 0.0 ; 1.0
57.0 ; 2 ; 1 ; 0.678 ; KG ; 46.51 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:21:10 ; VENDA ; Mesa 57 ; 0.0 ; 0.0 ; 0.0 ; 57.01 ; 0.0 ; 4.08 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 50.01 ; 0.0 ; 0.0 ; 1.0
75.61 ; 1 ; 1 ; 1.0 ; UN ; 4.5 ; 4.5 ; LIMONADA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:23:06 ; VENDA ; Mesa 58 ; 0.0 ; 0.0 ; 0.0 ; 75.62 ; 0.0 ; 5.35 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 66.62 ; 0.0 ; 0.0 ; 1.0
75.61 ; 2 ; 1 ; 0.84 ; KG ; 57.62 ; 68.6 ; BUFFET ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:23:06 ; VENDA ; Mesa 58 ; 0.0 ; 0.0 ; 0.0 ; 75.62 ; 0.0 ; 5.35 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 66.62 ; 0.0 ; 0.0 ; 1.0
75.61 ; 3 ; 1 ; 3.0 ; UN ; 13.5 ; 4.5 ; REFRIGERANTE ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:23:06 ; VENDA ; Mesa 58 ; 0.0 ; 0.0 ; 0.0 ; 75.62 ; 0.0 ; 5.35 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 66.62 ; 0.0 ; 0.0 ; 1.0
85.24 ; 1 ; 1 ; 3.0 ; UN ; 10.5 ; 3.5 ; AGUA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:25:29 ; VENDA ; Mesa 26 ; 0.0 ; 0.0 ; 0.0 ; 85.24 ; 0.0 ; 14.46 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 78.24 ; 0.0 ; 0.0 ; 1.0
85.24 ; 2 ; 1 ; 1.0 ; UN ; 1.0 ; 1.0 ; CHA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:25:29 ; VENDA ; Mesa 26 ; 0.0 ; 0.0 ; 0.0 ; 85.24 ; 0.0 ; 14.46 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 78.24 ; 0.0 ; 0.0 ; 1.0
85.24 ; 3 ; 1 ; 3.0 ; UN ; 3.0 ; 1.0 ; CHA ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:25:29 ; VENDA ; Mesa 26 ; 0.0 ; 0.0 ; 0.0 ; 85.24 ; 0.0 ; 14.46 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 78.24 ; 0.0 ; 0.0 ; 1.0
85.24 ; 4 ; 1 ; 1.0 ; UN ; 16.0 ; 16.0 ; WHISKY ; 01.234.567/0001-89 ; 1-650-933-4902 ; CA ;  ; 650 Castro St. unit 210 ; Mountain View ; TOTVS Labs ; 2016-01-06 21:25:29 ; VENDA ; Mesa 26 ; 0.0 ; 0.0 ; 0.0 ; 85.24 ; 0.0 ; 14.46 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 78.24 ; 0.0 ; 0.0 ; 1.0
